access,addr.source:housenumber,addr:city,addr:country,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:unit,address,alt_name,alt_name_1,amenity,atm,atm:operator,building,building:levels,building:material,capacity,construction,contact:email,contact:facebook,contact:google_plus,contact:instagram,contact:phone,contact:website,cuisine,delivery,description,designation,diet:halal,diet:vegan,diet:vegetarian,disused,drive_in,drive_through,ele,email,ethnicity,fax,fixme,food,gnis:county_id,gnis:created,gnis:edited,gnis:feature_id,gnis:state_id,happy_hour,inside_atm,internet_access,internet_access:fee,lat,layer,live_music,lon,microbrewery,name,name:en,name:zh,note,old_name,opening_hours,operator,outdoor_seating,payment:bitcoin,payment:discover_card,payment:litecoin,payment:mastercard,payment:visa,phone,pizza,postal_code,pupuseria,shop,smoking,takeaway,taqueria,toilets:wheelchair,type,url,website,wheelchair,wheelchair:description,wifi,wikipedia,wpt_description,yelp
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,075,01/01/1995,,1657032,06,,,,,37.79554,,,-122.4094713,,Cumberland Chinese School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,075,01/01/1995,,1657053,06,,,,,37.7736884,,,-122.4654338,,Park Presidio Montessori School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,075,01/01/1995,06/04/2007,1657058,06,,,,,37.787437,,,-122.4355886,,Megan Furth Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,176,,,,,,075,01/01/1995,,1657061,06,,,,,37.7429864,,,-122.4558047,,Saint Brendan's School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,075,01/01/1995,,1657062,06,,,,,37.7303437,,,-122.4473855,,Saint Finn Barr School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,075,01/01/1995,,1657066,06,,,,,37.7930713,,,-122.4072092,,Saint Mary's Chinese Day School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,075,01/01/1995,,1657067,06,,,,,37.7930242,,,-122.4072039,,Saint Mary's Chinese Language School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,075,01/01/1995,,1657071,06,,,,,37.7445232,,,-122.4291781,,Saint Pauls Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,075,01/01/1995,,1657073,06,,,,,37.7516941,,,-122.4361495,,Saint Philips School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,075,01/01/1995,,1657075,06,,,,,37.796318,,,-122.437749,,Saint Vincent De Paul School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,075,01/01/1995,,1657076,06,,,,,37.8013175,,,-122.4105267,,Saints Peter and Paul School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,075,01/01/1995,,1657083,06,,,,,37.7707631,,,-122.4463602,,Urban School of San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,075,01/01/1995,01/04/2008,1657086,06,,,,,37.7605311,,,-122.3980109,,American College of Traditional Chinese Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,075,01/01/1995,,1657091,06,,,,,37.7516219,,,-122.4047153,,Buena Vista Elementary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,075,01/01/1995,,1657098,06,,,,,37.7232648,,,-122.4369159,,Discovery Center School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,075,01/01/1995,,1657114,06,,,,,37.774995,,,-122.4338305,,Ida B Wells High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,075,01/01/1995,,1657131,06,,,,,37.7927068,,,-122.4333047,,Newcomer High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Phillip and Sala Burton High School,,school,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,075,01/01/1995,09/18/2007,1657140,06,,,,,37.7211111,,,-122.4066667,,Phillip and Sala Burton Academic High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,075,01/01/1995,09/18/2007,1657145,06,,,,,37.7804851,,,-122.4460825,,Raoul Wallenberg Traditional High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,075,01/01/1995,,1657152,06,,,,,37.79354,,,-122.4080266,,San Francisco Chinese Parent Committee School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,075,01/01/1995,,1657153,06,,,,,37.7096543,,,-122.4483052,,San Francisco Christian School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,075,01/01/1995,,1657154,06,,,,,37.7174317,,,-122.4416384,,San Francisco Junior Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,075,01/01/1995,,1657195,06,,,,,37.7346532,,,-122.4377491,,Saint John's School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,081,04/06/1998,,1785712,06,,,,,37.7071184,,,-122.4383865,,Panorama Elementary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,081,04/06/1998,,1785770,06,,,,,37.7005112,,,-122.4134397,,Garnet J Robertson Intermediate School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,075,02/14/2007,,2107395,06,,,,,37.7494444,,,-122.4333333,,City College of San Francisco Castro/Calencia Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,075,02/14/2007,,2107396,06,,,,,37.800806,,,-122.4150871,,City College of San Francisco Chinatown North Beach Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1860,,94117,CA,Hayes Street,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,075,02/14/2007,,2107400,06,,,,,37.7740772,,,-122.4469036,,City College of San Francisco John Adams Campus,,,,,,City College of San Francisco (CCSF),,,,,,,,,,,,,,,,,,https://www.ccsf.edu/en/our-campuses/john-adams2.html,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,075,02/14/2007,,2107401,06,,,,,37.755,,,-122.42,,City College of San Francisco Mission Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1170,,,,Market Street,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,075,01/04/2008,,2370669,06,,,,,37.7794901,,,-122.4142082,,City College of San Francisco (CCSF) Civic Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,075,01/04/2008,,2370744,06,,,,,37.8077859,,,-122.4095315,,Alliant International University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7511229,,,-122.4382091,,Firefly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1361,,,,Church Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7490403,,,-122.4270583,,Fattoush Middle Eastern Cuisine,,,,,,,,,,,,,,,,,,,,,,,,http://fattoush.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7954547,,,-122.3931072,,Mijita Cocina Mexicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7961502,,,-122.3941821,,Gott's Roadside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7963333,,,-122.3938817,,Slanted Door,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,37.7960191,,,-122.3936029,,Hog Island Oyster Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,565,,,,Green Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7994783,,,-122.4084162,,Dell'Uva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,431,,,,Columbus Avenue,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7991508,,,-122.4087764,,Panta Rei Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,601,,,,Union Street,,,,,restaurant,,,,,,,,,,,,,,classic,,,,,,,,,,,,,,,,,,,,,,,,,37.800326,,,-122.409326,,Original Joe's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1701,,,,Stockton Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8014859,,,-122.4095533,,Mama's on Washington Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,659,,,,Union Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.8001904,,,-122.4104847,,Tuk-Tuk Thai Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7785813,,,-122.4098862,,Custom Burger Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,8,,,,6th Street,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7819305,,,-122.4101662,,Tu Lan Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1600,,,,Stockton Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8005954,,,-122.4090839,,Acquolina,,,,,,,yes,,,,,,+1 415-781-0331,,,,,,,,,,,https://www.facebook.com/Acquolina-446017905573613/,,,,,,
,,San Francisco,US,,,1462,,94133,CA,Grant Avenue,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8005275,,,-122.4074703,,North Beach Pizza,,,,,,,,,,,,,,,,,,,,,,,,http://www.northbeachpizza.com/,,,,,,
,,,,,,838,,,,Grant Avenue,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.7948482,,,-122.4061012,,Empress of China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,700,,,,Columbus Avenue,,,,,restaurant,,,,,,,,,,,,,,fondue,,,,,,,,,,,,,,,,,,,,,,,,,37.8012684,,,-122.4113627,,Melt!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,745,,,,Columbus Avenue,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.801363,,,-122.4119257,,Sushi on North Beach - Katsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,555,,,,Columbus Avenue,,,,,restaurant,,,,,,,,,,,,,,Latin American / Chicken,,,,,,,,,,,,,,,,,,,,,,,,,37.7999591,,,-122.4100117,,Il Pollaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,300,,,,Francisco Street,,,,,restaurant,,,,,,,,,,,,,,subs/sandwiches,,,,,,,,,,,,,,,,,,,,,,,,,37.8052102,,,-122.4103219,,Freddie's Sandwiches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,800,,,,Greenwich Street,,,,,restaurant,,,,,,,,,,,,,,belgian,,,,,,,,,,,,,,,,,,,,,,,,,37.8019801,,,-122.4129815,,La Trappe,,,,,,,,,,,,,,,,,,,,,,,,www.latrappecafe.com,,,,,,
,,,,,,373,,,,Broadway,,,,,restaurant,,,,,,,,,,,,,,New American,,,,,,,,,,,,,,,,,,,,,,,,,37.798189,,,-122.4029307,,Coi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1322,,,,Grant Avenue,,,,,restaurant,,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,37.7991995,,,-122.4072154,,Mo's Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1707,,,,Powell Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8004678,,,-122.4110417,,Washington Square Bar & Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,510,,,,Union Street,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.8007324,,,-122.4079689,,Don Pistos,,,,El Raigon Argentine Asado,,,,,,,,,,,,,,,,,,,,http://www.donpistos.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7771317,,,-122.4162744,,Market Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,+1-415-400-4748,http://www.abvsf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,37.7649632,,,-122.4236143,,ABV,,,,,14:00-02:00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,37.8110342,,,-122.4103847,,Bubba Gump Shrimp Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,696,,,CA,Geary Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7866568,,,-122.4146557,,Osha Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,401,,,,Geary Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7870044,,,-122.4099933,,Pinecrest Diner,,,,,24/7,,,,,,,,+1 415-885-6407,,,,,,,,,,,http://www.pinecrestdiner.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7949042,,,-122.4234947,,Happy Donut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1550,,,,Hyde Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7952878,,,-122.4181251,,1550 Hyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,Swipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,37.7794096,,,-122.401924,,All Star Donuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7855464,,,-122.4216191,,Tommy's Joynt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,438,,94102,,Geary Street,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7872027,,,-122.4105458,,Colibri,,,,,,,,,,,,,+1-415-440-2737,,,,,,,,,,http://www.colibrimexicanbistro.com/,,,,,,,
,,San Francisco,,,,2401,,,,Polk Street,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.7989098,,,-122.4225313,,Little Kitchen,,,,,,,,,,,,,+1 4159225526,,,,,,,,,,,,,,,,,
,,San Francisco,,,,2365,,,CA,Chestnut Street,,,,,restaurant,,,,,,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,37.799938,,,-122.4422747,,Asa Sushi,,,,,"Mo-Th 11:30-14:30,17:30-22:00;Fr 11:30-14:30,17:30-23:00;Sa 14:30-15:00,17:30-23:00",,,,,,,,+1 415-345-8263,,,,,,,,,,,http://www.asasushisf.com/,,,,,,
,,,,,,2263,,94123,,Chestnut Street,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.8001729,,,-122.4405522,,Squat & Gobble,,,,,8:00-22:00,,yes,,,,,,+1 (415) 441-2200,,,,,,,,,,,http://www.squatandgobble.com,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7694735,,,-122.5102178,,Beach Chalet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7694736,,,-122.5099836,,Park Chalet Garden Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3071,,,,16th Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7648614,,,-122.4210768,,Pancho Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,598,,,,Valencia Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7634365,,,-122.4219094,,El Toro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,561,,,,Geary Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7867111,,,-122.4124979,,Swig,,,,,,,,,,,,,,,,,,,,,,,,http://www.swig-bar.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,american,no,,,,,,,,,,,,,,,,,,,,,,,,37.7841579,,,-122.4049218,,Denny's,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,37.7650919,,,-122.4216927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,801,,,,Van Ness Avenue,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7830203,,,-122.4210445,,Round Table Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,800,,,,Van Ness Avenue,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7830425,,,-122.4205958,,Sushi Hana,,,,,,,,,,,,,+1 4157755800,,,,,,,,,,www.sushihanasf.com,,,,,,,
,,San Francisco,,,,700,,,,Polk Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7832306,,,-122.4190532,,Ken's Chinese Kitchen,,,,,,,,,,,,,+1 4153512188,,,,,,,,,,,,,,,,,
,,San Francisco,,,,798,,,,Eddy Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7830769,,,-122.4203496,,Pronto Pizza & Espresso,,,,,,,,,,,,,+1 4159211999,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7839089,,,-122.4196454,,Jarin Thia Cuisine,,,,,,,,,,,,,+1 4155635746,,,,,,,,,,,,,,,,,
,,,,,,3600,,94116,,Taraval Street,,,,,restaurant,,,,,,,,,,,,,,,,Diner,,,,,,,,,,,,,,,,,,,,,,,37.7419005,,,-122.5047802,,Bashful Bull Too,,,,,Mo-Su 7:00-22:00,,,,,,,,+1 (415) 759-8112,,,,,,,,,,,,,,,,,
,,,,,,570,,,,Green Street,,,Chubby Noodle popup restaurant,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7996982,,,-122.4086348,,Amante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,562,,,,Green Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7996982,,,-122.4085575,,Columbus Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,550,,,,Green Street,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7997187,,,-122.408257,,Vicoletto Ristorante & Wine Bar,,,,,,,,,,,,,+1 415 433 5800,,,,,,,,,,,http://vicolettosf.com/,,,,,,
,,,,,,552,,,,Green Street,,,,,restaurant,,,,,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,37.799705,,,-122.4083601,,Gigi Oysters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7825821,,,-122.4696222,,Be My Guest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,37.7828842,,,-122.4677733,,Hamburger Heaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7830484,,,-122.4592019,,Village Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,215,,94114,,Church Street,,,Chow Church;Church Chow,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.7672111,,,-122.4288056,,Chow,,,,,,,,,,,,,+1 (415) 552-2469,,,,,,,,,,,http://www.chowfoodbar.com/church_location.html,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8061247,,,-122.4234015,,Cellar360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8062536,,,-122.4225604,,McCormicks & Kuleto's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7776713,,,-122.422938,,Boxing Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,39,,94105,CA,New Montgomery Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7882367,,,-122.4012873,,House of Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,822,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7641516,,,-122.4668086,,Patxi's Chicago Pizza,,,,,Mo-Su 11:00-22:00,,,,,,,,+1 415 759 9000,,,,,,,,,,,http://patxispizza.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7641016,,,-122.4219842,,Puerto Allegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7211567,,,-122.4372846,,El Farolito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7650083,,,-122.4179991,,,,,,,,,,,,,,,,,,,,,,,,italian,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7649404,,,-122.4239386,,Andalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indian,,,,,,,,,,37.7649564,,,-122.4237345,,Pakwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7706731,,,-122.4252744,,The Orbit Room,The Orbit Room Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,525,,,,Laguna Street,,,,,restaurant,,,,,,,,,,,,,,german,,German food!,,,,,,,,,,,,,,,,,,,,,,,37.7763523,,,-122.4263728,,Suppenkuche,Suppenküche,,,,,,,,,,,,4152529289,,,,,,,,,,,http://suppenkuche.com,,,,,,
,,,,,,602,,,,Hayes Street,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7765548,,,-122.4263996,,,Cafe Altano,,,,,,,,,,,,4152521200,,,,,,,,,,,http://cafealtanosf.com,,,,,,
,,,,,,2073,,,,Market Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7676722,,,-122.4284362,,Woodhouse Fish Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,24,,,,South Park,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.782194,,,-122.393517,,Mexico Au Parc,Mexico Au Parc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Divisadero Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.772416,,,-122.437098,,,Thai Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
